Exchange Date,Close,Net,%Chg,Open,Low,High,log_return
04-Aug-2022,"4,151.9442",-3.2285,-0.0777%,"4,151.9442","4,151.9442","4,151.9442",-0.000777285
03-Aug-2022,"4,155.1727",+63.9876,+1.5640%,"4,155.1727","4,155.1727","4,155.1727",0.015519308
02-Aug-2022,"4,091.1851",-27.4445,-0.6664%,"4,091.1851","4,091.1851","4,091.1851",-0.006685803
01-Aug-2022,"4,118.6296",-11.6562,-0.2822%,"4,118.6296","4,118.6296","4,118.6296",-0.002826119
29-Jul-2022,"4,130.2858",+57.8515,+1.4206%,"4,130.2858","4,130.2858","4,130.2858",0.014105677
28-Jul-2022,"4,072.4343",+48.8219,+1.2134%,"4,072.4343","4,072.4343","4,072.4343",0.012060823
27-Jul-2022,"4,023.6124",+102.5628,+2.6157%,"4,023.6124","4,023.6124","4,023.6124",0.025820733
26-Jul-2022,"3,921.0496",-45.7954,-1.1545%,"3,921.0496","3,921.0496","3,921.0496",-0.011611695
25-Jul-2022,"3,966.8450",+5.2101,+0.1315%,"3,966.8450","3,966.8450","3,966.8450",0.001314275
22-Jul-2022,"3,961.6349",-37.3165,-0.9332%,"3,961.6349","3,961.6349","3,961.6349",-0.009375383
21-Jul-2022,"3,998.9514",+39.0527,+0.9862%,"3,998.9514","3,998.9514","3,998.9514",0.009813733
20-Jul-2022,"3,959.8987",+23.2092,+0.5896%,"3,959.8987","3,959.8987","3,959.8987",0.005878302
19-Jul-2022,"3,936.6895",+105.8366,+2.7627%,"3,936.6895","3,936.6895","3,936.6895",0.027252674
18-Jul-2022,"3,830.8529",-32.3099,-0.8364%,"3,830.8529","3,830.8529","3,830.8529",-0.008398759
15-Jul-2022,"3,863.1628",+72.7854,+1.9203%,"3,863.1628","3,863.1628","3,863.1628",0.019020634
14-Jul-2022,"3,790.3774",-11.4032,-0.2999%,"3,790.3774","3,790.3774","3,790.3774",-0.003003944
13-Jul-2022,"3,801.7806",-17.0172,-0.4456%,"3,801.7806","3,801.7806","3,801.7806",-0.004466125
12-Jul-2022,"3,818.7978",-35.6355,-0.9245%,"3,818.7978","3,818.7978","3,818.7978",-0.009288331
11-Jul-2022,"3,854.4333",-44.9438,-1.1526%,"3,854.4333","3,854.4333","3,854.4333",-0.01159283
08-Jul-2022,"3,899.3771",-3.2454,-0.0832%,"3,899.3771","3,899.3771","3,899.3771",-0.000831941
07-Jul-2022,"3,902.6225",+57.5413,+1.4965%,"3,902.6225","3,902.6225","3,902.6225",0.014854042
06-Jul-2022,"3,845.0812",+13.6908,+0.3573%,"3,845.0812","3,845.0812","3,845.0812",0.003566955
05-Jul-2022,"3,831.3904",+6.0643,+0.1585%,"3,831.3904","3,831.3904","3,831.3904",0.001584047
01-Jul-2022,"3,825.3261",+39.9413,+1.0551%,"3,825.3261","3,825.3261","3,825.3261",0.010496172
30-Jun-2022,"3,785.3848",-33.4479,-0.8759%,"3,785.3848","3,785.3848","3,785.3848",-0.008797254
29-Jun-2022,"3,818.8327",-2.7132,-0.0710%,"3,818.8327","3,818.8327","3,818.8327",-0.000710227
28-Jun-2022,"3,821.5459",-78.5682,-2.0145%,"3,821.5459","3,821.5459","3,821.5459",-0.020350782
27-Jun-2022,"3,900.1141",-11.6298,-0.2973%,"3,900.1141","3,900.1141","3,900.1141",-0.002977476
24-Jun-2022,"3,911.7439",+116.0165,+3.0565%,"3,911.7439","3,911.7439","3,911.7439",0.030107219
23-Jun-2022,"3,795.7274",+35.8343,+0.9531%,"3,795.7274","3,795.7274","3,795.7274",0.00948554
22-Jun-2022,"3,759.8931",-4.8949,-0.1300%,"3,759.8931","3,759.8931","3,759.8931",-0.001301025
21-Jun-2022,"3,764.7880",+89.9466,+2.4476%,"3,764.7880","3,764.7880","3,764.7880",0.024181576
17-Jun-2022,"3,674.8414",+8.0739,+0.2202%,"3,674.8414","3,674.8414","3,674.8414",0.002199492
16-Jun-2022,"3,666.7675",-123.2188,-3.2512%,"3,666.7675","3,666.7675","3,666.7675",-0.033051921
15-Jun-2022,"3,789.9863",+54.5032,+1.4591%,"3,789.9863","3,789.9863","3,789.9863",0.01448525
14-Jun-2022,"3,735.4831",-14.1442,-0.3772%,"3,735.4831","3,735.4831","3,735.4831",-0.003779294
13-Jun-2022,"3,749.6273",-151.2372,-3.8770%,"3,749.6273","3,749.6273","3,749.6273",-0.039541747
10-Jun-2022,"3,900.8645",-116.9540,-2.9109%,"3,900.8645","3,900.8645","3,900.8645",-0.029540898
09-Jun-2022,"4,017.8185",-97.9540,-2.3800%,"4,017.8185","4,017.8185","4,017.8185",-0.024087451
08-Jun-2022,"4,115.7725",-44.9108,-1.0794%,"4,115.7725","4,115.7725","4,115.7725",-0.010852771
07-Jun-2022,"4,160.6833",+39.2539,+0.9524%,"4,160.6833","4,160.6833","4,160.6833",0.009479271
06-Jun-2022,"4,121.4294",+12.8940,+0.3138%,"4,121.4294","4,121.4294","4,121.4294",0.00313343
03-Jun-2022,"4,108.5354",-68.2825,-1.6348%,"4,108.5354","4,108.5354","4,108.5354",-0.016483074
02-Jun-2022,"4,176.8179",+75.5881,+1.8431%,"4,176.8179","4,176.8179","4,176.8179",0.018262809
01-Jun-2022,"4,101.2298",-30.9180,-0.7482%,"4,101.2298","4,101.2298","4,101.2298",-0.00751044
31-May-2022,"4,132.1478",-26.0906,-0.6274%,"4,132.1478","4,132.1478","4,132.1478",-0.006294203
27-May-2022,"4,158.2384",+100.3976,+2.4742%,"4,158.2384","4,158.2384","4,158.2384",0.024440514
26-May-2022,"4,057.8408",+79.1081,+1.9883%,"4,057.8408","4,057.8408","4,057.8408",0.019687658
25-May-2022,"3,978.7327",+37.2558,+0.9452%,"3,978.7327","3,978.7327","3,978.7327",0.009407851
24-May-2022,"3,941.4769",-32.2747,-0.8122%,"3,941.4769","3,941.4769","3,941.4769",-0.008155135
23-May-2022,"3,973.7516",+72.3910,+1.8555%,"3,973.7516","3,973.7516","3,973.7516",0.018385272
20-May-2022,"3,901.3606",+0.5737,+0.0147%,"3,901.3606","3,901.3606","3,901.3606",0.000147062
19-May-2022,"3,900.7869",-22.8929,-0.5835%,"3,900.7869","3,900.7869","3,900.7869",-0.005851636
18-May-2022,"3,923.6798",-165.1706,-4.0395%,"3,923.6798","3,923.6798","3,923.6798",-0.041233917
17-May-2022,"4,088.8504",+80.8399,+2.0170%,"4,088.8504","4,088.8504","4,088.8504",0.019968871
16-May-2022,"4,008.0105",-15.8808,-0.3947%,"4,008.0105","4,008.0105","4,008.0105",-0.003954436
13-May-2022,"4,023.8913",+93.8094,+2.3870%,"4,023.8913","4,023.8913","4,023.8913",0.023589154
12-May-2022,"3,930.0819",-5.1027,-0.1297%,"3,930.0819","3,930.0819","3,930.0819",-0.001297528
11-May-2022,"3,935.1846",-65.8701,-1.6463%,"3,935.1846","3,935.1846","3,935.1846",-0.016600208
10-May-2022,"4,001.0547",+9.8173,+0.2460%,"4,001.0547","4,001.0547","4,001.0547",0.002456693
09-May-2022,"3,991.2374",-132.0983,-3.2037%,"3,991.2374","3,991.2374","3,991.2374",-0.032561164
06-May-2022,"4,123.3357",-23.5319,-0.5675%,"4,123.3357","4,123.3357","4,123.3357",-0.005690782
05-May-2022,"4,146.8676",-153.3062,-3.5651%,"4,146.8676","4,146.8676","4,146.8676",-0.036302186
04-May-2022,"4,300.1738",+124.6981,+2.9864%,"4,300.1738","4,300.1738","4,300.1738",0.029427149
03-May-2022,"4,175.4757",+20.0981,+0.4837%,"4,175.4757","4,175.4757","4,175.4757",0.004824989
02-May-2022,"4,155.3776",+23.4512,+0.5676%,"4,155.3776","4,155.3776","4,155.3776",0.005659564
29-Apr-2022,"4,131.9264",-155.5747,-3.6286%,"4,131.9264","4,131.9264","4,131.9264",-0.03696033
28-Apr-2022,"4,287.5011",+103.5458,+2.4748%,"4,287.5011","4,287.5011","4,287.5011",0.024447026
27-Apr-2022,"4,183.9553",+8.7580,+0.2098%,"4,183.9553","4,183.9553","4,183.9553",0.002095428
26-Apr-2022,"4,175.1973",-120.9192,-2.8146%,"4,175.1973","4,175.1973","4,175.1973",-0.02854986
25-Apr-2022,"4,296.1165",+24.3409,+0.5698%,"4,296.1165","4,296.1165","4,296.1165",0.005681903
22-Apr-2022,"4,271.7756",-121.8879,-2.7742%,"4,271.7756","4,271.7756","4,271.7756",-0.028133817
21-Apr-2022,"4,393.6635",-65.7868,-1.4752%,"4,393.6635","4,393.6635","4,393.6635",-0.014862118
20-Apr-2022,"4,459.4503",-2.7598,-0.0618%,"4,459.4503","4,459.4503","4,459.4503",-0.000618674
19-Apr-2022,"4,462.2101",+70.5197,+1.6058%,"4,462.2101","4,462.2101","4,462.2101",0.015929971
18-Apr-2022,"4,391.6904",-0.8973,-0.0204%,"4,391.6904","4,391.6904","4,391.6904",-0.000204297
14-Apr-2022,"4,392.5877",-54.0041,-1.2145%,"4,392.5877","4,392.5877","4,392.5877",-0.012219408
13-Apr-2022,"4,446.5918",+49.1446,+1.1176%,"4,446.5918","4,446.5918","4,446.5918",0.011113724
12-Apr-2022,"4,397.4472",-15.0816,-0.3418%,"4,397.4472","4,397.4472","4,397.4472",-0.003423758
11-Apr-2022,"4,412.5288",-75.7530,-1.6878%,"4,412.5288","4,412.5288","4,412.5288",-0.017022007
08-Apr-2022,"4,488.2818",-11.9276,-0.2650%,"4,488.2818","4,488.2818","4,488.2818",-0.002653973
07-Apr-2022,"4,500.2094",+19.0561,+0.4252%,"4,500.2094","4,500.2094","4,500.2094",0.004243483
06-Apr-2022,"4,481.1533",-43.9688,-0.9717%,"4,481.1533","4,481.1533","4,481.1533",-0.009764114
05-Apr-2022,"4,525.1221",-57.5140,-1.2550%,"4,525.1221","4,525.1221","4,525.1221",-0.01262984
04-Apr-2022,"4,582.6361",+36.7806,+0.8091%,"4,582.6361","4,582.6361","4,582.6361",0.008058461
01-Apr-2022,"4,545.8555",+15.4420,+0.3409%,"4,545.8555","4,545.8555","4,545.8555",0.003402723
31-Mar-2022,"4,530.4135",-72.0351,-1.5651%,"4,530.4135","4,530.4135","4,530.4135",-0.015775251
30-Mar-2022,"4,602.4486",-29.1563,-0.6295%,"4,602.4486","4,602.4486","4,602.4486",-0.006314972
29-Mar-2022,"4,631.6049",+56.0886,+1.2258%,"4,631.6049","4,631.6049","4,631.6049",0.012183894
28-Mar-2022,"4,575.5163",+32.4599,+0.7145%,"4,575.5163","4,575.5163","4,575.5163",0.007119543
25-Mar-2022,"4,543.0564",+22.8949,+0.5065%,"4,543.0564","4,543.0564","4,543.0564",0.005052278
24-Mar-2022,"4,520.1615",+63.9255,+1.4345%,"4,520.1615","4,520.1615","4,520.1615",0.01424326
23-Mar-2022,"4,456.2360",-55.3702,-1.2273%,"4,456.2360","4,456.2360","4,456.2360",-0.012348768
22-Mar-2022,"4,511.6062",+50.4261,+1.1303%,"4,511.6062","4,511.6062","4,511.6062",0.011239905
21-Mar-2022,"4,461.1801",-1.9375,-0.0434%,"4,461.1801","4,461.1801","4,461.1801",-0.000434208
18-Mar-2022,"4,463.1176",+51.4500,+1.1662%,"4,463.1176","4,463.1176","4,463.1176",0.011594777
17-Mar-2022,"4,411.6676",+53.8105,+1.2348%,"4,411.6676","4,411.6676","4,411.6676",0.012272313
16-Mar-2022,"4,357.8571",+95.4115,+2.2384%,"4,357.8571","4,357.8571","4,357.8571",0.022137366
15-Mar-2022,"4,262.4456",+89.3339,+2.1407%,"4,262.4456","4,262.4456","4,262.4456",0.021181111
14-Mar-2022,"4,173.1117",-31.2002,-0.7421%,"4,173.1117","4,173.1117","4,173.1117",-0.007448673
11-Mar-2022,"4,204.3119",-55.2131,-1.2962%,"4,204.3119","4,204.3119","4,204.3119",-0.01304701
10-Mar-2022,"4,259.5250",-18.3551,-0.4291%,"4,259.5250","4,259.5250","4,259.5250",-0.004299931
09-Mar-2022,"4,277.8801",+107.1760,+2.5697%,"4,277.8801","4,277.8801","4,277.8801",0.025372713
08-Mar-2022,"4,170.7041",-30.3837,-0.7232%,"4,170.7041","4,170.7041","4,170.7041",-0.007258621
07-Mar-2022,"4,201.0878",-127.7851,-2.9519%,"4,201.0878","4,201.0878","4,201.0878",-0.029963716
04-Mar-2022,"4,328.8729",-34.6138,-0.7933%,"4,328.8729","4,328.8729","4,328.8729",-0.007964232
03-Mar-2022,"4,363.4867",-23.0574,-0.5256%,"4,363.4867","4,363.4867","4,363.4867",-0.005270257
02-Mar-2022,"4,386.5441",+80.2852,+1.8644%,"4,386.5441","4,386.5441","4,386.5441",0.018472174
01-Mar-2022,"4,306.2589",-67.6802,-1.5474%,"4,306.2589","4,306.2589","4,306.2589",-0.015594476
28-Feb-2022,"4,373.9391",-10.7154,-0.2444%,"4,373.9391","4,373.9391","4,373.9391",-0.002446832
25-Feb-2022,"4,384.6545",+95.9585,+2.2375%,"4,384.6545","4,384.6545","4,384.6545",0.022128107
24-Feb-2022,"4,288.6960",+63.1911,+1.4955%,"4,288.6960","4,288.6960","4,288.6960",0.014843967
23-Feb-2022,"4,225.5049",-79.2527,-1.8410%,"4,225.5049","4,225.5049","4,225.5049",-0.018582073
22-Feb-2022,"4,304.7576",-44.1116,-1.0143%,"4,304.7576","4,304.7576","4,304.7576",-0.010195028
18-Feb-2022,"4,348.8692",-31.3894,-0.7166%,"4,348.8692","4,348.8692","4,348.8692",-0.007191906
17-Feb-2022,"4,380.2586",-94.7525,-2.1174%,"4,380.2586","4,380.2586","4,380.2586",-0.021401068
16-Feb-2022,"4,475.0111",+3.9369,+0.0881%,"4,475.0111","4,475.0111","4,475.0111",0.000880139
15-Feb-2022,"4,471.0742",+69.4072,+1.5768%,"4,471.0742","4,471.0742","4,471.0742",0.01564536
14-Feb-2022,"4,401.6670",-16.9695,-0.3840%,"4,401.6670","4,401.6670","4,401.6670",-0.003847832
11-Feb-2022,"4,418.6365",-85.4483,-1.8971%,"4,418.6365","4,418.6365","4,418.6365",-0.019153554
10-Feb-2022,"4,504.0848",-83.0941,-1.8114%,"4,504.0848","4,504.0848","4,504.0848",-0.018280498
09-Feb-2022,"4,587.1789",+65.6400,+1.4517%,"4,587.1789","4,587.1789","4,587.1789",0.014412816
08-Feb-2022,"4,521.5389",+37.6736,+0.8402%,"4,521.5389","4,521.5389","4,521.5389",0.008366936
07-Feb-2022,"4,483.8653",-16.6662,-0.3703%,"4,483.8653","4,483.8653","4,483.8653",-0.003710036
04-Feb-2022,"4,500.5315",+23.0895,+0.5157%,"4,500.5315","4,500.5315","4,500.5315",0.0051436
03-Feb-2022,"4,477.4420",-111.9346,-2.4390%,"4,477.4420","4,477.4420","4,477.4420",-0.024692297
02-Feb-2022,"4,589.3766",+42.8376,+0.9422%,"4,589.3766","4,589.3766","4,589.3766",0.009377914
01-Feb-2022,"4,546.5390",+30.9914,+0.6863%,"4,546.5390","4,546.5390","4,546.5390",0.00683982
31-Jan-2022,"4,515.5476",+83.6985,+1.8886%,"4,515.5476","4,515.5476","4,515.5476",0.018709563
28-Jan-2022,"4,431.8491",+105.3354,+2.4346%,"4,431.8491","4,431.8491","4,431.8491",0.024054833
27-Jan-2022,"4,326.5137",-23.4149,-0.5383%,"4,326.5137","4,326.5137","4,326.5137",-0.005397364
26-Jan-2022,"4,349.9286",-6.5253,-0.1498%,"4,349.9286","4,349.9286","4,349.9286",-0.00149897
25-Jan-2022,"4,356.4539",-53.6735,-1.2171%,"4,356.4539","4,356.4539","4,356.4539",-0.012245177
24-Jan-2022,"4,410.1274",+12.1882,+0.2771%,"4,410.1274","4,410.1274","4,410.1274",0.00276751
21-Jan-2022,"4,397.9392",-84.7884,-1.8914%,"4,397.9392","4,397.9392","4,397.9392",-0.019095633
20-Jan-2022,"4,482.7276",-50.0320,-1.1038%,"4,482.7276","4,482.7276","4,482.7276",-0.011099237
19-Jan-2022,"4,532.7596",-44.3488,-0.9689%,"4,532.7596","4,532.7596","4,532.7596",-0.009736508
18-Jan-2022,"4,577.1084",-85.7457,-1.8389%,"4,577.1084","4,577.1084","4,577.1084",-0.018560283
14-Jan-2022,"4,662.8541",+3.8286,+0.0822%,"4,662.8541","4,662.8541","4,662.8541",0.000821422
13-Jan-2022,"4,659.0255",-67.3202,-1.4244%,"4,659.0255","4,659.0255","4,659.0255",-0.014346019
12-Jan-2022,"4,726.3457",+13.2784,+0.2817%,"4,726.3457","4,726.3457","4,726.3457",0.002813397
11-Jan-2022,"4,713.0673",+42.7769,+0.9159%,"4,713.0673","4,713.0673","4,713.0673",0.009117674
10-Jan-2022,"4,670.2904",-6.7373,-0.1441%,"4,670.2904","4,670.2904","4,670.2904",-0.001441547
07-Jan-2022,"4,677.0277",-19.0261,-0.4052%,"4,677.0277","4,677.0277","4,677.0277",-0.004059738
06-Jan-2022,"4,696.0538",-4.5246,-0.0963%,"4,696.0538","4,696.0538","4,696.0538",-0.000963026
05-Jan-2022,"4,700.5784",-92.9588,-1.9393%,"4,700.5784","4,700.5784","4,700.5784",-0.019583029
04-Jan-2022,"4,793.5372",-3.0240,-0.0630%,"4,793.5372","4,793.5372","4,793.5372",-0.00063065
03-Jan-2022,"4,796.5612",+30.3782,+0.6374%,"4,796.5612","4,796.5612","4,796.5612",0.00635347
31-Dec-2021,"4,766.1830",-12.5439,-0.2625%,"4,766.1830","4,766.1830","4,766.1830",-0.002628397
30-Dec-2021,"4,778.7269",-14.3312,-0.2990%,"4,778.7269","4,778.7269","4,778.7269",-0.00299447
29-Dec-2021,"4,793.0581",+6.7040,+0.1401%,"4,793.0581","4,793.0581","4,793.0581",0.001399669
28-Dec-2021,"4,786.3541",-4.8379,-0.1010%,"4,786.3541","4,786.3541","4,786.3541",-0.001010259
27-Dec-2021,"4,791.1920",+65.4038,+1.3840%,"4,791.1920","4,791.1920","4,791.1920",0.01374487
23-Dec-2021,"4,725.7882",+29.2266,+0.6223%,"4,725.7882","4,725.7882","4,725.7882",0.006203695
22-Dec-2021,"4,696.5616",+47.3350,+1.0181%,"4,696.5616","4,696.5616","4,696.5616",0.010129783
21-Dec-2021,"4,649.2266",+81.2094,+1.7778%,"4,649.2266","4,649.2266","4,649.2266",0.017621646
20-Dec-2021,"4,568.0172",-52.6218,-1.1388%,"4,568.0172","4,568.0172","4,568.0172",-0.01145377
17-Dec-2021,"4,620.6390",-48.0322,-1.0288%,"4,620.6390","4,620.6390","4,620.6390",-0.010341484
16-Dec-2021,"4,668.6712",-41.1827,-0.8744%,"4,668.6712","4,668.6712","4,668.6712",-0.008782397
15-Dec-2021,"4,709.8539",+75.7663,+1.6350%,"4,709.8539","4,709.8539","4,709.8539",0.016217559
14-Dec-2021,"4,634.0876",-34.8845,-0.7472%,"4,634.0876","4,634.0876","4,634.0876",-0.007499611
13-Dec-2021,"4,668.9721",-43.0520,-0.9137%,"4,668.9721","4,668.9721","4,668.9721",-0.009178621
10-Dec-2021,"4,712.0241",+44.5701,+0.9549%,"4,712.0241","4,712.0241","4,712.0241",0.00950382
09-Dec-2021,"4,667.4540",-33.7539,-0.7180%,"4,667.4540","4,667.4540","4,667.4540",-0.007205735
08-Dec-2021,"4,701.2079",+14.4624,+0.3086%,"4,701.2079","4,701.2079","4,701.2079",0.003081057
07-Dec-2021,"4,686.7455",+95.0737,+2.0706%,"4,686.7455","4,686.7455","4,686.7455",0.020494234
06-Dec-2021,"4,591.6718",+53.2439,+1.1732%,"4,591.6718","4,591.6718","4,591.6718",0.01166351
03-Dec-2021,"4,538.4279",-38.6726,-0.8449%,"4,538.4279","4,538.4279","4,538.4279",-0.008485044
02-Dec-2021,"4,577.1005",+64.0643,+1.4195%,"4,577.1005","4,577.1005","4,577.1005",0.014095577
01-Dec-2021,"4,513.0362",-53.9653,-1.1816%,"4,513.0362","4,513.0362","4,513.0362",-0.011886721
30-Nov-2021,"4,567.0015",-88.2687,-1.8961%,"4,567.0015","4,567.0015","4,567.0015",-0.019143092
29-Nov-2021,"4,655.2702",+60.6519,+1.3201%,"4,655.2702","4,655.2702","4,655.2702",0.01311427
26-Nov-2021,"4,594.6183",-106.8466,-2.2726%,"4,594.6183","4,594.6183","4,594.6183",-0.022988457
24-Nov-2021,"4,701.4649",+10.7668,+0.2295%,"4,701.4649","4,701.4649","4,701.4649",0.002292721
23-Nov-2021,"4,690.6981",+7.7542,+0.1656%,"4,690.6981","4,690.6981","4,690.6981",0.001654469
22-Nov-2021,"4,682.9439",-15.0112,-0.3195%,"4,682.9439","4,682.9439","4,682.9439",-0.003200378
19-Nov-2021,"4,697.9551",-6.5868,-0.1400%,"4,697.9551","4,697.9551","4,697.9551",-0.001401075
18-Nov-2021,"4,704.5419",+15.8712,+0.3385%,"4,704.5419","4,704.5419","4,704.5419",0.003379294
17-Nov-2021,"4,688.6707",-12.2264,-0.2601%,"4,688.6707","4,688.6707","4,688.6707",-0.002604253
16-Nov-2021,"4,700.8971",+18.0936,+0.3864%,"4,700.8971","4,700.8971","4,700.8971",0.003856394
15-Nov-2021,"4,682.8035",-0.0439,-0.0009%,"4,682.8035","4,682.8035","4,682.8035",-9.37468E-06
12-Nov-2021,"4,682.8474",+33.5782,+0.7222%,"4,682.8474","4,682.8474","4,682.8474",0.007196298
11-Nov-2021,"4,649.2692",+2.5615,+0.0551%,"4,649.2692","4,649.2692","4,649.2692",0.000551099
10-Nov-2021,"4,646.7077",-38.5435,-0.8227%,"4,646.7077","4,646.7077","4,646.7077",-0.008260585
09-Nov-2021,"4,685.2512",-16.4508,-0.3499%,"4,685.2512","4,685.2512","4,685.2512",-0.003505039
08-Nov-2021,"4,701.7020",+4.1752,+0.0889%,"4,701.7020","4,701.7020","4,701.7020",0.000888413
05-Nov-2021,"4,697.5268",+17.4710,+0.3733%,"4,697.5268","4,697.5268","4,697.5268",0.003726125
04-Nov-2021,"4,680.0558",+19.4862,+0.4181%,"4,680.0558","4,680.0558","4,680.0558",0.004172361
03-Nov-2021,"4,660.5696",+29.9162,+0.6460%,"4,660.5696","4,660.5696","4,660.5696",0.006439691
02-Nov-2021,"4,630.6534",+16.9804,+0.3680%,"4,630.6534","4,630.6534","4,630.6534",0.003673695
01-Nov-2021,"4,613.6730",+8.2964,+0.1801%,"4,613.6730","4,613.6730","4,613.6730",0.001799839
29-Oct-2021,"4,605.3766",+8.9615,+0.1950%,"4,605.3766","4,605.3766","4,605.3766",0.001947773
28-Oct-2021,"4,596.4151",+44.7340,+0.9828%,"4,596.4151","4,596.4151","4,596.4151",0.009780036
27-Oct-2021,"4,551.6811",-23.1077,-0.5051%,"4,551.6811","4,551.6811","4,551.6811",-0.005063896
26-Oct-2021,"4,574.7888",+8.3108,+0.1820%,"4,574.7888","4,574.7888","4,574.7888",0.001818304
25-Oct-2021,"4,566.4780",+21.5797,+0.4748%,"4,566.4780","4,566.4780","4,566.4780",0.004736878
22-Oct-2021,"4,544.8983",-4.8830,-0.1073%,"4,544.8983","4,544.8983","4,544.8983",-0.001073815
21-Oct-2021,"4,549.7813",+13.5892,+0.2996%,"4,549.7813","4,549.7813","4,549.7813",0.00299125
20-Oct-2021,"4,536.1921",+16.5615,+0.3664%,"4,536.1921","4,536.1921","4,536.1921",0.003657651
19-Oct-2021,"4,519.6306",+33.1701,+0.7393%,"4,519.6306","4,519.6306","4,519.6306",0.007366181
18-Oct-2021,"4,486.4605",+15.0920,+0.3375%,"4,486.4605","4,486.4605","4,486.4605",0.00336957
15-Oct-2021,"4,471.3685",+33.1041,+0.7459%,"4,471.3685","4,471.3685","4,471.3685",0.007431115
14-Oct-2021,"4,438.2644",+74.4599,+1.7063%,"4,438.2644","4,438.2644","4,438.2644",0.016919131
13-Oct-2021,"4,363.8045",+13.1585,+0.3024%,"4,363.8045","4,363.8045","4,363.8045",0.003019929
12-Oct-2021,"4,350.6460",-10.5445,-0.2418%,"4,350.6460","4,350.6460","4,350.6460",-0.002420731
11-Oct-2021,"4,361.1905",-30.1476,-0.6865%,"4,361.1905","4,361.1905","4,361.1905",-0.006888916
08-Oct-2021,"4,391.3381",-8.4252,-0.1915%,"4,391.3381","4,391.3381","4,391.3381",-0.001916757
07-Oct-2021,"4,399.7633",+36.2181,+0.8300%,"4,399.7633","4,399.7633","4,399.7633",0.008265898
