Exchange Date,Close,Net,%Chg,Open,Low,High,log_return
23-Jul-2019,"3,005.4735",+20.4423,+0.6848%,"3,005.4735","3,005.4735","3,005.4735",0.006824927
22-Jul-2019,"2,985.0312",+8.4221,+0.2829%,"2,985.0312","2,985.0312","2,985.0312",0.002825432
19-Jul-2019,"2,976.6091",-18.5034,-0.6178%,"2,976.6091","2,976.6091","2,976.6091",-0.006197027
18-Jul-2019,"2,995.1125",+10.6890,+0.3582%,"2,995.1125","2,995.1125","2,995.1125",0.003575198
17-Jul-2019,"2,984.4235",-19.6196,-0.6531%,"2,984.4235","2,984.4235","2,984.4235",-0.006552485
16-Jul-2019,"3,004.0431",-10.2548,-0.3402%,"3,004.0431","3,004.0431","3,004.0431",-0.003407853
15-Jul-2019,"3,014.2979",+0.5253,+0.0174%,"3,014.2979","3,014.2979","3,014.2979",0.000174285
12-Jul-2019,"3,013.7726",+13.8657,+0.4622%,"3,013.7726","3,013.7726","3,013.7726",0.004611395
11-Jul-2019,"2,999.9069",+6.8369,+0.2284%,"2,999.9069","2,999.9069","2,999.9069",0.002281638
10-Jul-2019,"2,993.0700",+13.4442,+0.4512%,"2,993.0700","2,993.0700","2,993.0700",0.004501894
09-Jul-2019,"2,979.6258",+3.6803,+0.1237%,"2,979.6258","2,979.6258","2,979.6258",0.001235919
08-Jul-2019,"2,975.9455",-14.4641,-0.4837%,"2,975.9455","2,975.9455","2,975.9455",-0.004848564
05-Jul-2019,"2,990.4096",-5.4130,-0.1807%,"2,990.4096","2,990.4096","2,990.4096",-0.001808484
03-Jul-2019,"2,995.8226",+22.8107,+0.7673%,"2,995.8226","2,995.8226","2,995.8226",0.007643305
02-Jul-2019,"2,973.0119",+8.6791,+0.2928%,"2,973.0119","2,973.0119","2,973.0119",0.002923565
01-Jul-2019,"2,964.3328",+22.5722,+0.7673%,"2,964.3328","2,964.3328","2,964.3328",0.007643736
28-Jun-2019,"2,941.7606",+16.8394,+0.5757%,"2,941.7606","2,941.7606","2,941.7606",0.005740706
27-Jun-2019,"2,924.9212",+11.1424,+0.3824%,"2,924.9212","2,924.9212","2,924.9212",0.003816745
26-Jun-2019,"2,913.7788",-3.6043,-0.1235%,"2,913.7788","2,913.7788","2,913.7788",-0.00123622
25-Jun-2019,"2,917.3831",-27.9657,-0.9495%,"2,917.3831","2,917.3831","2,917.3831",-0.009540232
24-Jun-2019,"2,945.3488",-5.1062,-0.1731%,"2,945.3488","2,945.3488","2,945.3488",-0.001732148
21-Jun-2019,"2,950.4550",-3.7269,-0.1262%,"2,950.4550","2,950.4550","2,950.4550",-0.001262364
20-Jun-2019,"2,954.1819",+27.7261,+0.9474%,"2,954.1819","2,954.1819","2,954.1819",0.009429693
19-Jun-2019,"2,926.4558",+8.7050,+0.2983%,"2,926.4558","2,926.4558","2,926.4558",0.002979021
18-Jun-2019,"2,917.7508",+28.0808,+0.9718%,"2,917.7508","2,917.7508","2,917.7508",0.009670737
17-Jun-2019,"2,889.6700",+2.6868,+0.0931%,"2,889.6700","2,889.6700","2,889.6700",0.000930227
14-Jun-2019,"2,886.9832",-4.6573,-0.1611%,"2,886.9832","2,886.9832","2,886.9832",-0.001611907
13-Jun-2019,"2,891.6405",+11.8040,+0.4099%,"2,891.6405","2,891.6405","2,891.6405",0.004090466
12-Jun-2019,"2,879.8365",-5.8856,-0.2040%,"2,879.8365","2,879.8365","2,879.8365",-0.002041642
11-Jun-2019,"2,885.7221",-1.0120,-0.0351%,"2,885.7221","2,885.7221","2,885.7221",-0.000350631
10-Jun-2019,"2,886.7341",+13.3921,+0.4661%,"2,886.7341","2,886.7341","2,886.7341",0.004649982
07-Jun-2019,"2,873.3420",+29.8516,+1.0498%,"2,873.3420","2,873.3420","2,873.3420",0.010443501
06-Jun-2019,"2,843.4904",+17.3398,+0.6135%,"2,843.4904","2,843.4904","2,843.4904",0.006116738
05-Jun-2019,"2,826.1506",+22.8781,+0.8161%,"2,826.1506","2,826.1506","2,826.1506",0.008128089
04-Jun-2019,"2,803.2725",+58.8261,+2.1435%,"2,803.2725","2,803.2725","2,803.2725",0.021208106
03-Jun-2019,"2,744.4464",-7.6165,-0.2768%,"2,744.4464","2,744.4464","2,744.4464",-0.002771397
31-May-2019,"2,752.0629",-36.8020,-1.3196%,"2,752.0629","2,752.0629","2,752.0629",-0.013283891
30-May-2019,"2,788.8649",+5.8466,+0.2101%,"2,788.8649","2,788.8649","2,788.8649",0.002098609
29-May-2019,"2,783.0183",-19.3669,-0.6911%,"2,783.0183","2,783.0183","2,783.0183",-0.006934854
28-May-2019,"2,802.3852",-23.6795,-0.8379%,"2,802.3852","2,802.3852","2,802.3852",-0.008414267
24-May-2019,"2,826.0647",+3.8237,+0.1355%,"2,826.0647","2,826.0647","2,826.0647",0.001353928
23-May-2019,"2,822.2410",-34.0332,-1.1915%,"2,822.2410","2,822.2410","2,822.2410",-0.011986798
22-May-2019,"2,856.2742",-8.0852,-0.2823%,"2,856.2742","2,856.2742","2,856.2742",-0.002826682
21-May-2019,"2,864.3594",+24.1263,+0.8494%,"2,864.3594","2,864.3594","2,864.3594",0.008458604
20-May-2019,"2,840.2331",-19.2992,-0.6749%,"2,840.2331","2,840.2331","2,840.2331",-0.006771954
17-May-2019,"2,859.5323",-16.7846,-0.5835%,"2,859.5323","2,859.5323","2,859.5323",-0.005852542
16-May-2019,"2,876.3169",+25.3524,+0.8893%,"2,876.3169","2,876.3169","2,876.3169",0.008853263
15-May-2019,"2,850.9645",+16.5577,+0.5842%,"2,850.9645","2,850.9645","2,850.9645",0.005824684
14-May-2019,"2,834.4068",+22.5414,+0.8017%,"2,834.4068","2,834.4068","2,834.4068",0.007984567
13-May-2019,"2,811.8654",-69.5351,-2.4132%,"2,811.8654","2,811.8654","2,811.8654",-0.024428354
10-May-2019,"2,881.4005",+10.6834,+0.3722%,"2,881.4005","2,881.4005","2,881.4005",0.003714601
09-May-2019,"2,870.7171",-8.7025,-0.3022%,"2,870.7171","2,870.7171","2,870.7171",-0.003026887
08-May-2019,"2,879.4196",-4.6307,-0.1606%,"2,879.4196","2,879.4196","2,879.4196",-0.001606914
07-May-2019,"2,884.0503",-48.4235,-1.6513%,"2,884.0503","2,884.0503","2,884.0503",-0.016650707
06-May-2019,"2,932.4738",-13.1640,-0.4469%,"2,932.4738","2,932.4738","2,932.4738",-0.004478997
03-May-2019,"2,945.6378",+28.1214,+0.9639%,"2,945.6378","2,945.6378","2,945.6378",0.009592658
02-May-2019,"2,917.5164",-6.2155,-0.2126%,"2,917.5164","2,917.5164","2,917.5164",-0.002128142
01-May-2019,"2,923.7319",-22.0990,-0.7502%,"2,923.7319","2,923.7319","2,923.7319",-0.007530068
30-Apr-2019,"2,945.8309",+2.8040,+0.0953%,"2,945.8309","2,945.8309","2,945.8309",0.000952307
29-Apr-2019,"2,943.0269",+3.1452,+0.1070%,"2,943.0269","2,943.0269","2,943.0269",0.001069267
26-Apr-2019,"2,939.8817",+13.7086,+0.4685%,"2,939.8817","2,939.8817","2,939.8817",0.004673882
25-Apr-2019,"2,926.1731",-1.0793,-0.0369%,"2,926.1731","2,926.1731","2,926.1731",-0.000368776
24-Apr-2019,"2,927.2524",-6.4234,-0.2190%,"2,927.2524","2,927.2524","2,927.2524",-0.00219194
23-Apr-2019,"2,933.6758",+25.7031,+0.8839%,"2,933.6758","2,933.6758","2,933.6758",0.008800004
22-Apr-2019,"2,907.9727",+2.9402,+0.1012%,"2,907.9727","2,907.9727","2,907.9727",0.001011594
18-Apr-2019,"2,905.0325",+4.5794,+0.1579%,"2,905.0325","2,905.0325","2,905.0325",0.001577612
17-Apr-2019,"2,900.4531",-6.6044,-0.2272%,"2,900.4531","2,900.4531","2,900.4531",-0.002274435
16-Apr-2019,"2,907.0575",+1.4742,+0.0507%,"2,907.0575","2,907.0575","2,907.0575",0.000507239
15-Apr-2019,"2,905.5833",-1.8311,-0.0630%,"2,905.5833","2,905.5833","2,905.5833",-0.000630002
12-Apr-2019,"2,907.4144",+19.0949,+0.6611%,"2,907.4144","2,907.4144","2,907.4144",0.006589319
11-Apr-2019,"2,888.3195",+0.1091,+0.0038%,"2,888.3195","2,888.3195","2,888.3195",3.77735E-05
10-Apr-2019,"2,888.2104",+10.0098,+0.3478%,"2,888.2104","2,888.2104","2,888.2104",0.003471764
09-Apr-2019,"2,878.2006",-17.5700,-0.6067%,"2,878.2006","2,878.2006","2,878.2006",-0.006085951
08-Apr-2019,"2,895.7706",+3.0262,+0.1046%,"2,895.7706","2,895.7706","2,895.7706",0.001045588
05-Apr-2019,"2,892.7444",+13.3536,+0.4638%,"2,892.7444","2,892.7444","2,892.7444",0.004626927
04-Apr-2019,"2,879.3908",+5.9917,+0.2085%,"2,879.3908","2,879.3908","2,879.3908",0.00208306
03-Apr-2019,"2,873.3991",+6.1627,+0.2149%,"2,873.3991","2,873.3991","2,873.3991",0.002147045
02-Apr-2019,"2,867.2364",+0.0425,+0.0015%,"2,867.2364","2,867.2364","2,867.2364",1.48227E-05
01-Apr-2019,"2,867.1939",+32.7941,+1.1570%,"2,867.1939","2,867.1939","2,867.1939",0.011503612
29-Mar-2019,"2,834.3998",+18.9625,+0.6735%,"2,834.3998","2,834.3998","2,834.3998",0.006712608
28-Mar-2019,"2,815.4373",+10.0641,+0.3587%,"2,815.4373","2,815.4373","2,815.4373",0.003581018
27-Mar-2019,"2,805.3732",-13.0847,-0.4643%,"2,805.3732","2,805.3732","2,805.3732",-0.004653313
26-Mar-2019,"2,818.4579",+20.0963,+0.7181%,"2,818.4579","2,818.4579","2,818.4579",0.007155788
25-Mar-2019,"2,798.3616",-2.3508,-0.0839%,"2,798.3616","2,798.3616","2,798.3616",-0.00083971
22-Mar-2019,"2,800.7124",-54.1643,-1.8973%,"2,800.7124","2,800.7124","2,800.7124",-0.019154841
21-Mar-2019,"2,854.8767",+30.6509,+1.0853%,"2,854.8767","2,854.8767","2,854.8767",0.010794381
20-Mar-2019,"2,824.2258",-8.3416,-0.2945%,"2,824.2258","2,824.2258","2,824.2258",-0.002949235
19-Mar-2019,"2,832.5674",-0.3732,-0.0132%,"2,832.5674","2,832.5674","2,832.5674",-0.000131745
18-Mar-2019,"2,832.9406",+10.4640,+0.3707%,"2,832.9406","2,832.9406","2,832.9406",0.003700527
15-Mar-2019,"2,822.4766",+13.9938,+0.4983%,"2,822.4766","2,822.4766","2,822.4766",0.004970318
14-Mar-2019,"2,808.4828",-2.4347,-0.0866%,"2,808.4828","2,808.4828","2,808.4828",-0.000866534
13-Mar-2019,"2,810.9175",+19.3952,+0.6948%,"2,810.9175","2,810.9175","2,810.9175",0.006923868
12-Mar-2019,"2,791.5223",+8.2273,+0.2956%,"2,791.5223","2,791.5223","2,791.5223",0.002951597
11-Mar-2019,"2,783.2950",+40.2273,+1.4665%,"2,783.2950","2,783.2950","2,783.2950",0.014558585
08-Mar-2019,"2,743.0677",-5.8581,-0.2131%,"2,743.0677","2,743.0677","2,743.0677",-0.002133325
07-Mar-2019,"2,748.9258",-22.5218,-0.8126%,"2,748.9258","2,748.9258","2,748.9258",-0.008159566
06-Mar-2019,"2,771.4476",-18.2034,-0.6525%,"2,771.4476","2,771.4476","2,771.4476",-0.006546715
05-Mar-2019,"2,789.6510",-3.1599,-0.1131%,"2,789.6510","2,789.6510","2,789.6510",-0.001132081
04-Mar-2019,"2,792.8109",-10.8835,-0.3882%,"2,792.8109","2,792.8109","2,792.8109",-0.003889396
01-Mar-2019,"2,803.6944",+19.2030,+0.6896%,"2,803.6944","2,803.6944","2,803.6944",0.006872741
28-Feb-2019,"2,784.4914",-7.8887,-0.2825%,"2,784.4914","2,784.4914","2,784.4914",-0.002829079
27-Feb-2019,"2,792.3801",-1.5185,-0.0544%,"2,792.3801","2,792.3801","2,792.3801",-0.000543654
26-Feb-2019,"2,793.8986",-2.2079,-0.0790%,"2,793.8986","2,793.8986","2,793.8986",-0.000789946
25-Feb-2019,"2,796.1065",+3.4355,+0.1230%,"2,796.1065","2,796.1065","2,796.1065",0.001229428
22-Feb-2019,"2,792.6710",+17.7949,+0.6413%,"2,792.6710","2,792.6710","2,792.6710",0.006392388
21-Feb-2019,"2,774.8761",-9.8201,-0.3526%,"2,774.8761","2,774.8761","2,774.8761",-0.003532685
20-Feb-2019,"2,784.6962",+4.9381,+0.1776%,"2,784.6962","2,784.6962","2,784.6962",0.001774874
19-Feb-2019,"2,779.7581",+4.1610,+0.1499%,"2,779.7581","2,779.7581","2,779.7581",0.001498014
15-Feb-2019,"2,775.5971",+29.8673,+1.0878%,"2,775.5971","2,775.5971","2,775.5971",0.01081899
14-Feb-2019,"2,745.7298",-7.3037,-0.2653%,"2,745.7298","2,745.7298","2,745.7298",-0.00265649
13-Feb-2019,"2,753.0335",+8.3000,+0.3024%,"2,753.0335","2,753.0335","2,753.0335",0.00301941
12-Feb-2019,"2,744.7335",+34.9296,+1.2890%,"2,744.7335","2,744.7335","2,744.7335",0.012807714
11-Feb-2019,"2,709.8039",+1.9235,+0.0710%,"2,709.8039","2,709.8039","2,709.8039",0.000710082
08-Feb-2019,"2,707.8804",+1.8260,+0.0675%,"2,707.8804","2,707.8804","2,707.8804",0.000674556
07-Feb-2019,"2,706.0544",-25.5606,-0.9357%,"2,706.0544","2,706.0544","2,706.0544",-0.009401376
06-Feb-2019,"2,731.6150",-6.0871,-0.2223%,"2,731.6150","2,731.6150","2,731.6150",-0.00222591
05-Feb-2019,"2,737.7021",+12.8352,+0.4710%,"2,737.7021","2,737.7021","2,737.7021",0.004699336
04-Feb-2019,"2,724.8669",+18.3334,+0.6774%,"2,724.8669","2,724.8669","2,724.8669",0.006750918
01-Feb-2019,"2,706.5335",+2.4329,+0.0900%,"2,706.5335","2,706.5335","2,706.5335",0.000899303
31-Jan-2019,"2,704.1006",+23.0495,+0.8597%,"2,704.1006","2,704.1006","2,704.1006",0.008560443
30-Jan-2019,"2,681.0511",+41.0464,+1.5548%,"2,681.0511","2,681.0511","2,681.0511",0.015428222
29-Jan-2019,"2,640.0047",-3.8410,-0.1453%,"2,640.0047","2,640.0047","2,640.0047",-0.001453864
28-Jan-2019,"2,643.8457",-20.9148,-0.7849%,"2,643.8457","2,643.8457","2,643.8457",-0.007879623
25-Jan-2019,"2,664.7605",+22.4279,+0.8488%,"2,664.7605","2,664.7605","2,664.7605",0.008452097
24-Jan-2019,"2,642.3326",+3.6358,+0.1378%,"2,642.3326","2,642.3326","2,642.3326",0.001376929
23-Jan-2019,"2,638.6968",+5.7929,+0.2200%,"2,638.6968","2,638.6968","2,638.6968",0.002197777
22-Jan-2019,"2,632.9039",-37.8078,-1.4156%,"2,632.9039","2,632.9039","2,632.9039",-0.01425761
18-Jan-2019,"2,670.7117",+34.7550,+1.3185%,"2,670.7117","2,670.7117","2,670.7117",0.013098801
17-Jan-2019,"2,635.9567",+19.8596,+0.7591%,"2,635.9567","2,635.9567","2,635.9567",0.007562639
16-Jan-2019,"2,616.0971",+5.7945,+0.2220%,"2,616.0971","2,616.0971","2,616.0971",0.002217397
15-Jan-2019,"2,610.3026",+27.6887,+1.0721%,"2,610.3026","2,610.3026","2,610.3026",0.010664128
14-Jan-2019,"2,582.6139",-13.6434,-0.5255%,"2,582.6139","2,582.6139","2,582.6139",-0.005268882
11-Jan-2019,"2,596.2573",-0.3832,-0.0148%,"2,596.2573","2,596.2573","2,596.2573",-0.000147586
10-Jan-2019,"2,596.6405",+11.6768,+0.4517%,"2,596.6405","2,596.6405","2,596.6405",0.004507029
09-Jan-2019,"2,584.9637",+10.5527,+0.4099%,"2,584.9637","2,584.9637","2,584.9637",0.004090695
08-Jan-2019,"2,574.4110",+24.7210,+0.9696%,"2,574.4110","2,574.4110","2,574.4110",0.009648987
07-Jan-2019,"2,549.6900",+17.7466,+0.7009%,"2,549.6900","2,549.6900","2,549.6900",0.006984633
04-Jan-2019,"2,531.9434",+84.0500,+3.4336%,"2,531.9434","2,531.9434","2,531.9434",0.033759332
03-Jan-2019,"2,447.8934",-62.1367,-2.4755%,"2,447.8934","2,447.8934","2,447.8934",-0.025066927
02-Jan-2019,"2,510.0301",+3.1829,+0.1270%,"2,510.0301","2,510.0301","2,510.0301",0.001268877
31-Dec-2018,"2,506.8472",+21.1120,+0.8493%,"2,506.8472","2,506.8472","2,506.8472",0.008457397
28-Dec-2018,"2,485.7352",-3.0922,-0.1242%,"2,485.7352","2,485.7352","2,485.7352",-0.001243205
27-Dec-2018,"2,488.8274",+21.1233,+0.8560%,"2,488.8274","2,488.8274","2,488.8274",0.008523472
26-Dec-2018,"2,467.7041",+116.6046,+4.9596%,"2,467.7041","2,467.7041","2,467.7041",0.048405113
24-Dec-2018,"2,351.0995",-65.5189,-2.7112%,"2,351.0995","2,351.0995","2,351.0995",-0.027486117
21-Dec-2018,"2,416.6184",-50.8001,-2.0588%,"2,416.6184","2,416.6184","2,416.6184",-0.020803255
20-Dec-2018,"2,467.4185",-39.5367,-1.5771%,"2,467.4185","2,467.4185","2,467.4185",-0.015896487
19-Dec-2018,"2,506.9552",-39.2059,-1.5398%,"2,506.9552","2,506.9552","2,506.9552",-0.015517825
18-Dec-2018,"2,546.1611",+0.2213,+0.0087%,"2,546.1611","2,546.1611","2,546.1611",8.69189E-05
17-Dec-2018,"2,545.9398",-54.0145,-2.0775%,"2,545.9398","2,545.9398","2,545.9398",-0.020994013
14-Dec-2018,"2,599.9543",-50.5809,-1.9083%,"2,599.9543","2,599.9543","2,599.9543",-0.019267714
13-Dec-2018,"2,650.5352",-0.5325,-0.0201%,"2,650.5352","2,650.5352","2,650.5352",-0.000200883
12-Dec-2018,"2,651.0677",+14.2839,+0.5417%,"2,651.0677","2,651.0677","2,651.0677",0.005402548
11-Dec-2018,"2,636.7838",-0.9393,-0.0356%,"2,636.7838","2,636.7838","2,636.7838",-0.000356166
10-Dec-2018,"2,637.7231",+4.6443,+0.1764%,"2,637.7231","2,637.7231","2,637.7231",0.001762275
07-Dec-2018,"2,633.0788",-62.8666,-2.3319%,"2,633.0788","2,633.0788","2,633.0788",-0.023595133
06-Dec-2018,"2,695.9454",-4.1190,-0.1526%,"2,695.9454","2,695.9454","2,695.9454",-0.001526684
04-Dec-2018,"2,700.0644",-90.3051,-3.2363%,"2,700.0644","2,700.0644","2,700.0644",-0.0328984
03-Dec-2018,"2,790.3695",+30.1952,+1.0940%,"2,790.3695","2,790.3695","2,790.3695",0.010880194
30-Nov-2018,"2,760.1743",+22.4140,+0.8187%,"2,760.1743","2,760.1743","2,760.1743",0.008153653
29-Nov-2018,"2,737.7603",-6.0249,-0.2196%,"2,737.7603","2,737.7603","2,737.7603",-0.00219825
28-Nov-2018,"2,743.7852",+61.6155,+2.2972%,"2,743.7852","2,743.7852","2,743.7852",0.02271237
27-Nov-2018,"2,682.1697",+8.7223,+0.3263%,"2,682.1697","2,682.1697","2,682.1697",0.003257256
26-Nov-2018,"2,673.4474",+40.8908,+1.5533%,"2,673.4474","2,673.4474","2,673.4474",0.015413335
23-Nov-2018,"2,632.5566",-17.3725,-0.6556%,"2,632.5566","2,632.5566","2,632.5566",-0.00657742
21-Nov-2018,"2,649.9291",+8.0388,+0.3043%,"2,649.9291","2,649.9291","2,649.9291",0.003038201
20-Nov-2018,"2,641.8903",-48.8409,-1.8152%,"2,641.8903","2,641.8903","2,641.8903",-0.018318295
19-Nov-2018,"2,690.7312",-45.5378,-1.6642%,"2,690.7312","2,690.7312","2,690.7312",-0.016782335
16-Nov-2018,"2,736.2690",+6.0665,+0.2222%,"2,736.2690","2,736.2690","2,736.2690",0.002219531
15-Nov-2018,"2,730.2025",+28.6264,+1.0596%,"2,730.2025","2,730.2025","2,730.2025",0.010540439
14-Nov-2018,"2,701.5761",-20.6059,-0.7570%,"2,701.5761","2,701.5761","2,701.5761",-0.007598421
13-Nov-2018,"2,722.1820",-4.0338,-0.1480%,"2,722.1820","2,722.1820","2,722.1820",-0.001480729
12-Nov-2018,"2,726.2158",-54.7934,-1.9703%,"2,726.2158","2,726.2158","2,726.2158",-0.01989939
09-Nov-2018,"2,781.0092",-25.8218,-0.9200%,"2,781.0092","2,781.0092","2,781.0092",-0.009242206
08-Nov-2018,"2,806.8310",-7.0638,-0.2510%,"2,806.8310","2,806.8310","2,806.8310",-0.002513485
07-Nov-2018,"2,813.8948",+58.4440,+2.1210%,"2,813.8948","2,813.8948","2,813.8948",0.020988515
06-Nov-2018,"2,755.4508",+17.1371,+0.6258%,"2,755.4508","2,755.4508","2,755.4508",0.006238766
05-Nov-2018,"2,738.3137",+15.2554,+0.5602%,"2,738.3137","2,738.3137","2,738.3137",0.005586669
02-Nov-2018,"2,723.0583",-17.3142,-0.6318%,"2,723.0583","2,723.0583","2,723.0583",-0.006338236
01-Nov-2018,"2,740.3725",+28.6281,+1.0557%,"2,740.3725","2,740.3725","2,740.3725",0.010501742
31-Oct-2018,"2,711.7444",+29.1134,+1.0853%,"2,711.7444","2,711.7444","2,711.7444",0.010794088
30-Oct-2018,"2,682.6310",+41.3859,+1.5669%,"2,682.6310","2,682.6310","2,682.6310",0.015547595
29-Oct-2018,"2,641.2451",-17.4400,-0.6560%,"2,641.2451","2,641.2451","2,641.2451",-0.006581243
26-Oct-2018,"2,658.6851",-46.8832,-1.7328%,"2,658.6851","2,658.6851","2,658.6851",-0.017480305
25-Oct-2018,"2,705.5683",+49.4651,+1.8623%,"2,705.5683","2,705.5683","2,705.5683",0.018451896
24-Oct-2018,"2,656.1032",-84.5892,-3.0864%,"2,656.1032","2,656.1032","2,656.1032",-0.031350503
23-Oct-2018,"2,740.6924",-15.1914,-0.5512%,"2,740.6924","2,740.6924","2,740.6924",-0.005527601
22-Oct-2018,"2,755.8838",-11.8967,-0.4298%,"2,755.8838","2,755.8838","2,755.8838",-0.004307546
19-Oct-2018,"2,767.7805",-1.0041,-0.0363%,"2,767.7805","2,767.7805","2,767.7805",-0.000362716
18-Oct-2018,"2,768.7846",-40.4245,-1.4390%,"2,768.7846","2,768.7846","2,768.7846",-0.014494533
17-Oct-2018,"2,809.2091",-0.7066,-0.0251%,"2,809.2091","2,809.2091","2,809.2091",-0.000251498
16-Oct-2018,"2,809.9157",+59.1297,+2.1496%,"2,809.9157","2,809.9157","2,809.9157",0.021267794
15-Oct-2018,"2,750.7860",-16.3400,-0.5905%,"2,750.7860","2,750.7860","2,750.7860",-0.005922547
12-Oct-2018,"2,767.1260",+38.7597,+1.4206%,"2,767.1260","2,767.1260","2,767.1260",0.014106231
11-Oct-2018,"2,728.3663",-57.3129,-2.0574%,"2,728.3663","2,728.3663","2,728.3663",-0.020788716
10-Oct-2018,"2,785.6792",-94.6645,-3.2866%,"2,785.6792","2,785.6792","2,785.6792",-0.033417906
09-Oct-2018,"2,880.3437",-4.0890,-0.1418%,"2,880.3437","2,880.3437","2,880.3437",-0.001418616
08-Oct-2018,"2,884.4327",-1.1336,-0.0393%,"2,884.4327","2,884.4327","2,884.4327",-0.000392929
05-Oct-2018,"2,885.5663",-16.0452,-0.5530%,"2,885.5663","2,885.5663","2,885.5663",-0.0055451
04-Oct-2018,"2,901.6115",-23.9015,-0.8170%,"2,901.6115","2,901.6115","2,901.6115",-0.008203578
03-Oct-2018,"2,925.5130",+2.0795,+0.0711%,"2,925.5130","2,925.5130","2,925.5130",0.000711068
02-Oct-2018,"2,923.4335",-1.1574,-0.0396%,"2,923.4335","2,923.4335","2,923.4335",-0.000395826
01-Oct-2018,"2,924.5909",+10.6128,+0.3642%,"2,924.5909","2,924.5909","2,924.5909",0.003635415
28-Sep-2018,"2,913.9781",-0.0201,-0.0007%,"2,913.9781","2,913.9781","2,913.9781",-6.89776E-06
27-Sep-2018,"2,913.9982",+8.0326,+0.2764%,"2,913.9982","2,913.9982","2,913.9982",0.002760363
26-Sep-2018,"2,905.9656",-9.5987,-0.3292%,"2,905.9656","2,905.9656","2,905.9656",-0.003297658
25-Sep-2018,"2,915.5643",-3.8088,-0.1305%,"2,915.5643","2,915.5643","2,915.5643",-0.001305515
24-Sep-2018,"2,919.3731",-10.2941,-0.3514%,"2,919.3731","2,919.3731","2,919.3731",-0.003519932
21-Sep-2018,"2,929.6672",-1.0790,-0.0368%,"2,929.6672","2,929.6672","2,929.6672",-0.000368233
20-Sep-2018,"2,930.7462",+22.8008,+0.7841%,"2,930.7462","2,930.7462","2,930.7462",0.007810283
19-Sep-2018,"2,907.9454",+3.6348,+0.1252%,"2,907.9454","2,907.9454","2,907.9454",0.001250737
18-Sep-2018,"2,904.3106",+15.5095,+0.5369%,"2,904.3106","2,904.3106","2,904.3106",0.005354475
17-Sep-2018,"2,888.8011",-16.1743,-0.5568%,"2,888.8011","2,888.8011","2,888.8011",-0.00558335
14-Sep-2018,"2,904.9754",+0.7915,+0.0273%,"2,904.9754","2,904.9754","2,904.9754",0.000272501
13-Sep-2018,"2,904.1839",+15.2672,+0.5285%,"2,904.1839","2,904.1839","2,904.1839",0.005270834
12-Sep-2018,"2,888.9167",+1.0229,+0.0354%,"2,888.9167","2,888.9167","2,888.9167",0.00035414
11-Sep-2018,"2,887.8938",+10.7677,+0.3743%,"2,887.8938","2,887.8938","2,887.8938",0.003735534
10-Sep-2018,"2,877.1261",+5.4446,+0.1896%,"2,877.1261","2,877.1261","2,877.1261",0.001894167
07-Sep-2018,"2,871.6815",-6.3709,-0.2214%,"2,871.6815","2,871.6815","2,871.6815",-0.002216069
06-Sep-2018,"2,878.0524",-10.5494,-0.3652%,"2,878.0524","2,878.0524","2,878.0524",-0.003658763
05-Sep-2018,"2,888.6018",-8.1215,-0.2804%,"2,888.6018","2,888.6018","2,888.6018",-0.002807623
04-Sep-2018,"2,896.7233",-4.7944,-0.1652%,"2,896.7233","2,896.7233","2,896.7233",-0.001653743
31-Aug-2018,"2,901.5177",+0.3911,+0.0135%,"2,901.5177","2,901.5177","2,901.5177",0.000134801
30-Aug-2018,"2,901.1266",-12.9148,-0.4432%,"2,901.1266","2,901.1266","2,901.1266",-0.004441771
29-Aug-2018,"2,914.0414",+16.5194,+0.5701%,"2,914.0414","2,914.0414","2,914.0414",0.005685026
28-Aug-2018,"2,897.5220",+0.7864,+0.0271%,"2,897.5220","2,897.5220","2,897.5220",0.000271441
27-Aug-2018,"2,896.7356",+22.0465,+0.7669%,"2,896.7356","2,896.7356","2,896.7356",0.007639919
24-Aug-2018,"2,874.6891",+17.7086,+0.6198%,"2,874.6891","2,874.6891","2,874.6891",0.006179231
23-Aug-2018,"2,856.9805",-4.8441,-0.1693%,"2,856.9805","2,856.9805","2,856.9805",-0.001694096
22-Aug-2018,"2,861.8246",-1.1324,-0.0396%,"2,861.8246","2,861.8246","2,861.8246",-0.000395613
21-Aug-2018,"2,862.9570",+5.9030,+0.2066%,"2,862.9570","2,862.9570","2,862.9570",0.002063983
20-Aug-2018,"2,857.0540",+6.9224,+0.2429%,"2,857.0540","2,857.0540","2,857.0540",0.002425855
17-Aug-2018,"2,850.1316",+9.4436,+0.3324%,"2,850.1316","2,850.1316","2,850.1316",0.003318892
16-Aug-2018,"2,840.6880",+22.3150,+0.7918%,"2,840.6880","2,840.6880","2,840.6880",0.007886508
15-Aug-2018,"2,818.3730",-21.5824,-0.7600%,"2,818.3730","2,818.3730","2,818.3730",-0.00762858
14-Aug-2018,"2,839.9554",+18.0272,+0.6388%,"2,839.9554","2,839.9554","2,839.9554",0.006367938
13-Aug-2018,"2,821.9282",-11.3554,-0.4008%,"2,821.9282","2,821.9282","2,821.9282",-0.004015912
10-Aug-2018,"2,833.2836",-20.3003,-0.7114%,"2,833.2836","2,833.2836","2,833.2836",-0.007139391
09-Aug-2018,"2,853.5839",-4.1206,-0.1442%,"2,853.5839","2,853.5839","2,853.5839",-0.001442967
