Exchange_Date,Close,High,Low,Open,Log_Returns
2014-11-05,2023.5747,11.4793999999999,0.0057051969655711,2023.5747,0.005688983965705838
2014-11-06,2031.2122,7.63750000000005,0.003774261459189,2031.2122,0.003767156805344157
2014-11-07,2031.9215,0.709299999999985,0.0003492003445036,2031.9215,0.0003491393882535017
2014-11-10,2038.2627,6.34120000000007,0.0031207898533482,2038.2627,0.003115930296506025
2014-11-11,2039.6835,1.4208000000001,0.0006970642204265,2039.6835,0.000696821384004837
2014-11-12,2038.2522,-1.43130000000019,-0.0007017265178642,2038.2522,-0.000701972843159271
2014-11-13,2039.3258,1.07360000000017,0.0005267257898704,2039.3258,0.0005265871185339712
2014-11-14,2039.8169,0.49109999999996,0.0002408148810748,2039.8169,0.00024078588982564037
2014-11-17,2041.3181,1.50119999999993,0.0007359484079183,2041.3181,0.0007356777306836384
2014-11-18,2051.7958,10.4776999999999,0.0051328110008919,2051.7958,0.005119683029607728
2014-11-19,2048.721,-3.07479999999987,-0.0014985896744694,2048.721,-0.0014997136830678236
2014-11-20,2052.7522,4.0311999999999,0.0019676666564163,2052.7522,0.001965733336052224
2014-11-21,2063.5024,10.7501999999999,0.005236969177283,2063.5024,0.0052233039430450235
2014-11-24,2069.4102,5.90779999999995,0.0028629964278209,2069.4102,0.0028589058592102933
2014-11-25,2067.0345,-2.3756999999996,-0.0011480082585847,2067.0345,-0.0011486677248290765
2014-11-26,2072.8295,5.79499999999962,0.0028035332743597,2072.8295,0.0027996107046090726
2014-11-28,2067.562,-5.26749999999993,-0.0025412123862574,2067.562,-0.0025444467470806587
2014-12-01,2053.4401,-14.1219000000001,-0.0068302183924835,2053.4401,-0.006853651095401447
2014-12-02,2066.5486,13.1085000000003,0.00638367780974,2066.5486,0.0063633884399717
2014-12-03,2074.3346,7.78600000000006,0.0037676345961571,2074.3346,0.0037605548379878147
2014-12-04,2071.9156,-2.41900000000032,-0.0011661570896037,2071.9156,-0.001166837579873065
2014-12-05,2075.3682,3.45260000000007,0.0016663806189789,2075.3682,0.001664993747285606
2014-12-08,2060.3101,-15.0580999999997,-0.0072556281820256,2060.3101,-0.007282078271183734
2014-12-09,2059.8161,-0.494000000000142,-0.0002397697317506,2059.8161,-0.00023979848110836845
2014-12-10,2026.1435,-33.6726000000001,-0.0163473816910161,2026.1435,-0.01648247443350217
2014-12-11,2035.3266,9.1831000000002,0.0045323048441535,2035.3266,0.004522064879323633
2014-12-12,2002.3342,-32.9924000000001,-0.0162098800261344,2002.3342,-0.01634269738949482
2014-12-15,1989.6308,-12.7034000000001,-0.0063442955726372,1989.6308,-0.006364506142359157
2014-12-16,1972.7365,-16.8942999999999,-0.0084911733372844,1972.7365,-0.008527428729369744
2014-12-17,2012.886,40.1495,0.0203521859102825,2012.886,0.02014784800485165
2014-12-18,2061.2301,48.3441000000003,0.0240173064942576,2061.2301,0.023733427347796432
2014-12-19,2070.647,9.41689999999971,0.004568582614818,2070.647,0.004558178317822426
2014-12-22,2078.5362,7.88920000000007,0.0038100168691235,2078.5362,0.0038027771380237337
2014-12-23,2082.1677,3.63149999999996,0.0017471430134341,2082.1677,0.0017456185344763406
2014-12-24,2081.8815,-0.286200000000008,-0.0001374529054504,2081.8815,-0.00013746235296676322
2014-12-26,2088.7661,6.88459999999986,0.0033069125211977,2088.7661,0.003301456710603124
2014-12-29,2090.5739,1.80780000000004,0.0008654870451986,2090.5739,0.0008651127272484608
2014-12-30,2080.3459,-10.2280000000001,-0.0048924364740227,2080.3459,-0.004904443620157381
2014-12-31,2058.9024,-21.4434999999999,-0.010307660855822,2058.9024,-0.010361152693285622
2015-01-02,2058.2048,-0.697599999999966,-0.000338821305954,2058.2048,-0.0003388787188616125
2015-01-05,2020.5779,-37.6269,-0.0182814168930128,2020.5779,-0.018450586945671293
2015-01-06,2002.6136,-17.9643000000001,-0.008890674296695,2002.6136,-0.008930432166356209
2015-01-07,2025.9011,23.2875000000001,0.0116285538058865,2025.9011,0.011561461795196114
2015-01-08,2062.1436,36.2424999999998,0.0178895702263056,2062.1436,0.017731435059880018
2015-01-09,2044.8099,-17.3336999999999,-0.0084056706817119,2044.8099,-0.008441197556404679
2015-01-12,2028.2638,-16.5461,-0.0080917546418373,2028.2638,-0.008124670573779871
2015-01-13,2023.0292,-5.2346,-0.0025808279968315,2023.0292,-0.002584164074537522
2015-01-14,2011.2729,-11.7563,-0.0058112359426151,2011.2729,-0.005828186876691613
2015-01-15,1992.6703,-18.6025999999999,-0.0092491675296773,1992.6703,-0.00929220666937923
2015-01-16,2019.4187,26.7483999999999,0.0134233947281695,2019.4187,0.013334099177232493
2015-01-20,2022.5469,3.12820000000011,0.0015490596378057,2022.5469,0.0015478610825211834
2015-01-21,2032.1203,9.57339999999999,0.0047333389401254,2032.1203,0.004722171915707476
2015-01-22,2063.1456,31.0252999999998,0.0152674524239533,2063.1456,0.015152077708819827
2015-01-23,2051.8218,-11.3237999999997,-0.0054886092382426,2051.8218,-0.005503726996280794
2015-01-26,2057.0944,5.27259999999978,0.0025697163369644,2057.0944,0.0025664202613835336
2015-01-27,2029.5545,-27.5399,-0.0133877667451722,2029.5545,-0.013478190852491164
2015-01-28,2002.1564,-27.3980999999999,-0.0134995635741735,2002.1564,-0.013591511121362622
2015-01-29,2021.2516,19.0952,0.0095373168649561,2021.2516,0.009492123778433519
2015-01-30,1994.9904,-26.2612000000001,-0.0129925438277947,1994.9904,-0.013077685198055593
2015-02-02,2020.8492,25.8588000000002,0.0129618668841716,2020.8492,0.012878580810886763
2015-02-03,2050.0328,29.1835999999998,0.0144412556859759,2050.0328,0.01433797391125766
2015-02-04,2041.5094,-8.52340000000004,-0.0041576895745278,2041.5094,-0.004166356797918516
2015-02-05,2062.5216,21.0122000000001,0.0102924826111504,2062.5216,0.010239875674733431
2015-02-06,2055.4722,-7.04939999999988,-0.0034178551148263,2055.4722,-0.0034237093246529374
2015-02-09,2046.7436,-8.72860000000014,-0.0042465181479954,2046.7436,-0.004255560213462015
2015-02-10,2068.5928,21.8491999999999,0.010675103613369,2068.5928,0.010618526979581936
2015-02-11,2068.532,-0.0607999999997446,-2.93919615304397e-05,2068.532,-2.939239348256585e-05
2015-02-12,2088.4848,19.9528,0.009645874465563,2088.4848,0.009599650030808725
2015-02-13,2096.9879,8.5030999999999,0.004071420582041,2096.9879,0.004063154777379066
2015-02-17,2100.3432,3.35529999999972,0.0016000569197369,2100.3432,0.0015987781925062851
2015-02-18,2099.6753,-0.667899999999918,-0.0003179956494728,2099.6753,-0.00031804622081068267
2015-02-19,2097.4493,-2.22599999999966,-0.0010601639215357,2097.4493,-0.0010607262928116292
2015-02-20,2110.3009,12.8516,0.006127251800556,2110.3009,0.006108556521497304
2015-02-23,2109.6566,-0.644300000000385,-0.0003053119107329,2109.6566,-0.00030535852790308565
2015-02-24,2115.4838,5.82720000000018,0.0027621556987047,2115.4838,0.0027583479567586345
2015-02-25,2113.8635,-1.62030000000004,-0.0007659240879084,2113.8635,-0.000766217557622568
2015-02-26,2110.7418,-3.12170000000015,-0.0014767746356376,2110.7418,-0.001477866142038116
2015-02-27,2104.5032,-6.23859999999968,-0.0029556433667062,2104.5032,-0.002960019906349499
2015-03-02,2117.3933,12.8901000000001,0.0061250085055703,2117.3933,0.0061063268855517504
2015-03-03,2107.7784,-9.61490000000003,-0.004540913584642,2107.7784,-0.004551254850471832
2015-03-04,2098.5331,-9.24530000000004,-0.00438627703937,2098.5331,-0.00439592497518574
2015-03-05,2101.0421,2.50900000000001,0.0011955970577733,2101.0421,0.0011948829007836532
2015-03-06,2071.2621,-29.7800000000002,-0.0141739187425136,2071.2621,-0.014275328114717172
2015-03-09,2079.4255,8.16339999999991,0.0039412684662167,2079.4255,0.003933522014880641
2015-03-10,2044.1626,-35.2628999999997,-0.0169580011402186,2044.1626,-0.017103434559688352
2015-03-11,2040.2352,-3.92740000000003,-0.0019212757341319,2040.2352,-0.0019231237517688647
2015-03-12,2065.9543,25.7190999999998,0.0126059485690668,2065.9543,0.012527155086156748
2015-03-13,2053.3983,-12.556,-0.0060775787731606,2053.3983,-0.006096122426886624
2015-03-16,2081.1928,27.7945,0.0135358541983793,2081.1928,0.013445062898269253
2015-03-17,2074.2764,-6.91639999999961,-0.0033232865306854,2074.2764,-0.003328820912327058
2015-03-18,2099.5007,25.2242999999999,0.0121605298117454,2099.5007,0.012087184581644211
2015-03-19,2089.2744,-10.2263000000003,-0.0048708247632402,2089.2744,-0.004882725891444559
2015-03-20,2108.0973,18.8229000000001,0.0090093000708763,2108.0973,0.008968958445819533
2015-03-23,2104.4201,-3.67720000000008,-0.0017443217635163,2104.4201,-0.001745844864166467
2015-03-24,2091.5018,-12.9182999999998,-0.0061386507380345,2091.5018,-0.006157569718890637
